# ---------------------------------- WARNING ----------------------------------------				
# The data you have obtained from this automated U.S. Geological Survey database				
# have not received Director's approval and as such are provisional and subject to				
# revision.  The data are released on the condition that neither the USGS nor the				
# United States Government may be held liable for any damages resulting from its use.				
# Additional info: http://waterdata.usgs.gov/nwis/?provisional				
#				
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info				
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info				
#				
# Contact:   gs-w_support_nwisweb@usgs.gov				
# retrieved: 2014-01-01 13:55:38 EST       (vaww02)				
#				
# Data for the following 1 site(s) are contained in this file				
#    USGS 11251000 SAN JOAQUIN R BL FRIANT CA				
# -----------------------------------------------------------------------------------				
#				
# Data provided for site 11251000				
#    DD parameter statistic   Description				
"#    01   00060     00003     Discharge, cubic feet per second (Mean)"				
#				
# Data-value qualification codes included in this output: 				
#     A  Approved for publication -- Processing and review completed.  				
#     P  Provisional data subject to revision.  				
#     e  Value has been estimated.  				
# 				
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	11251000	1960-02-19	97	A
USGS	11251000	1960-02-20	38	A
USGS	11251000	1960-02-21	39	A
USGS	11251000	1960-02-22	41	A
USGS	11251000	1960-02-23	64	A
USGS	11251000	1960-02-24	115	A
USGS	11251000	1960-02-25	159	A
USGS	11251000	1960-02-26	193	A
USGS	11251000	1960-02-27	193	A
USGS	11251000	1960-02-28	141	A
USGS	11251000	1960-02-29	91	A
USGS	11251000	1960-03-01	97	A
USGS	11251000	1960-03-02	106	A
USGS	11251000	1960-03-03	108	A
USGS	11251000	1960-03-04	123	A
USGS	11251000	1960-03-05	123	A
USGS	11251000	1960-03-06	123	A
USGS	11251000	1960-03-07	117	A
USGS	11251000	1960-03-08	112	A
USGS	11251000	1960-03-09	112	A
USGS	11251000	1960-03-10	113	A
USGS	11251000	1960-03-11	113	A
USGS	11251000	1960-03-12	113	A
USGS	11251000	1960-03-13	115	A
USGS	11251000	1960-03-14	115	A
USGS	11251000	1960-03-15	115	A
USGS	11251000	1960-03-16	117	A
USGS	11251000	1960-03-17	117	A
USGS	11251000	1960-03-18	117	A
USGS	11251000	1960-03-19	117	A
USGS	11251000	1960-03-20	117	A
USGS	11251000	1960-03-21	117	A
USGS	11251000	1960-03-22	117	A
USGS	11251000	1960-03-23	131	A
USGS	11251000	1960-03-24	144	A
USGS	11251000	1960-03-25	144	A
USGS	11251000	1960-03-26	148	A
USGS	11251000	1960-03-27	144	A
USGS	11251000	1960-03-28	144	A
USGS	11251000	1960-03-29	129	A
USGS	11251000	1960-03-30	104	A
USGS	11251000	1960-03-31	104	A
USGS	11251000	1960-04-01	104	A
USGS	11251000	1960-04-02	104	A
USGS	11251000	1960-04-03	104	A
USGS	11251000	1960-04-04	112	A
USGS	11251000	1960-04-05	119	A
USGS	11251000	1960-04-06	119	A
USGS	11251000	1960-04-07	137	A
USGS	11251000	1960-04-08	150	A
USGS	11251000	1960-04-09	137	A
USGS	11251000	1960-04-10	133	A
USGS	11251000	1960-04-11	131	A
USGS	11251000	1960-04-12	131	A
USGS	11251000	1960-04-13	131	A
USGS	11251000	1960-04-14	139	A
USGS	11251000	1960-04-15	169	A
USGS	11251000	1960-04-16	169	A
USGS	11251000	1960-04-17	155	A
USGS	11251000	1960-04-18	157	A
USGS	11251000	1960-04-19	157	A
USGS	11251000	1960-04-20	155	A
USGS	11251000	1960-04-21	161	A
USGS	11251000	1960-04-22	166	A
USGS	11251000	1960-04-23	169	A
USGS	11251000	1960-04-24	161	A
USGS	11251000	1960-04-25	141	A
USGS	11251000	1960-04-26	123	A
USGS	11251000	1960-04-27	117	A
USGS	11251000	1960-04-28	99	A
USGS	11251000	1960-04-29	85	A
USGS	11251000	1960-04-30	93	A
USGS	11251000	1960-05-01	103	A
USGS	11251000	1960-05-02	106	A
USGS	11251000	1960-05-03	117	A
USGS	11251000	1960-05-04	117	A
USGS	11251000	1960-05-05	117	A
USGS	11251000	1960-05-06	117	A
USGS	11251000	1960-05-07	117	A
USGS	11251000	1960-05-08	117	A
USGS	11251000	1960-05-09	127	A
USGS	11251000	1960-05-10	166	A
USGS	11251000	1960-05-11	155	A
USGS	11251000	1960-05-12	152	A
USGS	11251000	1960-05-13	173	A
USGS	11251000	1960-05-14	176	A
USGS	11251000	1960-05-15	176	A
USGS	11251000	1960-05-16	176	A
USGS	11251000	1960-05-17	178	A
USGS	11251000	1960-05-18	171	A
USGS	11251000	1960-05-19	171	A
USGS	11251000	1960-05-20	171	A
USGS	11251000	1960-05-21	166	A
USGS	11251000	1960-05-22	169	A
USGS	11251000	1960-05-23	169	A
USGS	11251000	1960-05-24	166	A
USGS	11251000	1960-05-25	169	A
USGS	11251000	1960-05-26	169	A
USGS	11251000	1960-05-27	166	A
USGS	11251000	1960-05-28	166	A
USGS	11251000	1960-05-29	166	A
USGS	11251000	1960-05-30	166	A
USGS	11251000	1960-05-31	166	A
USGS	11251000	1960-06-01	169	A
USGS	11251000	1960-06-02	181	A
USGS	11251000	1960-06-03	183	A
USGS	11251000	1960-06-04	186	A
USGS	11251000	1960-06-05	186	A
USGS	11251000	1960-06-06	186	A
USGS	11251000	1960-06-07	188	A
USGS	11251000	1960-06-08	186	A
USGS	11251000	1960-06-09	186	A
USGS	11251000	1960-06-10	186	A
USGS	11251000	1960-06-11	186	A
USGS	11251000	1960-06-12	186	A
USGS	11251000	1960-06-13	186	A
USGS	11251000	1960-06-14	193	A
USGS	11251000	1960-06-15	212	A
USGS	11251000	1960-06-16	300	A
USGS	11251000	1960-06-17	206	A
USGS	11251000	1960-06-18	206	A
USGS	11251000	1960-06-19	204	A
USGS	11251000	1960-06-20	204	A
USGS	11251000	1960-06-21	204	A
USGS	11251000	1960-06-22	212	A
USGS	11251000	1960-06-23	219	A
USGS	11251000	1960-06-24	222	A
USGS	11251000	1960-06-25	222	A
USGS	11251000	1960-06-26	217	A
USGS	11251000	1960-06-27	214	A
USGS	11251000	1960-06-28	214	A
USGS	11251000	1960-06-29	214	A
USGS	11251000	1960-06-30	219	A
USGS	11251000	1960-07-01	217	A
USGS	11251000	1960-07-02	217	A
USGS	11251000	1960-07-03	217	A
USGS	11251000	1960-07-04	217	A
USGS	11251000	1960-07-05	217	A
USGS	11251000	1960-07-06	219	A
USGS	11251000	1960-07-07	219	A
USGS	11251000	1960-07-08	217	A
USGS	11251000	1960-07-09	217	A
USGS	11251000	1960-07-10	217	A
USGS	11251000	1960-07-11	214	A
USGS	11251000	1960-07-12	214	A
USGS	11251000	1960-07-13	212	A
USGS	11251000	1960-07-14	212	A
USGS	11251000	1960-07-15	212	A
USGS	11251000	1960-07-16	219	A
USGS	11251000	1960-07-17	222	A
USGS	11251000	1960-07-18	238	A
USGS	11251000	1960-07-19	247	A
USGS	11251000	1960-07-20	247	A
USGS	11251000	1960-07-21	247	A
USGS	11251000	1960-07-22	244	A
USGS	11251000	1960-07-23	241	A
USGS	11251000	1960-07-24	238	A
USGS	11251000	1960-07-25	219	A
USGS	11251000	1960-07-26	201	A
USGS	11251000	1960-07-27	201	A
USGS	11251000	1960-07-28	201	A
USGS	11251000	1960-07-29	225	A
USGS	11251000	1960-07-30	235	A
USGS	11251000	1960-07-31	232	A
USGS	11251000	1960-08-01	232	A
USGS	11251000	1960-08-02	219	A
USGS	11251000	1960-08-03	206	A
USGS	11251000	1960-08-04	201	A
USGS	11251000	1960-08-05	176	A
USGS	11251000	1960-08-06	169	A
USGS	11251000	1960-08-07	196	A
USGS	11251000	1960-08-08	219	A
USGS	11251000	1960-08-09	225	A
USGS	11251000	1960-08-10	219	A
USGS	11251000	1960-08-11	238	A
USGS	11251000	1960-08-12	247	A
USGS	11251000	1960-08-13	247	A
USGS	11251000	1960-08-14	244	A
USGS	11251000	1960-08-15	238	A
USGS	11251000	1960-08-16	232	A
USGS	11251000	1960-08-17	232	A
USGS	11251000	1960-08-18	232	A
USGS	11251000	1960-08-19	232	A
USGS	11251000	1960-08-20	232	A
USGS	11251000	1960-08-21	232	A
USGS	11251000	1960-08-22	209	A
USGS	11251000	1960-08-23	196	A
USGS	11251000	1960-08-24	196	A
USGS	11251000	1960-08-25	196	A
USGS	11251000	1960-08-26	193	A
USGS	11251000	1960-08-27	204	A
USGS	11251000	1960-08-28	209	A
USGS	11251000	1960-08-29	209	A
USGS	11251000	1960-08-30	201	A
USGS	11251000	1960-08-31	196	A
USGS	11251000	1960-09-01	201	A
USGS	11251000	1960-09-02	214	A
USGS	11251000	1960-09-03	206	A
USGS	11251000	1960-09-04	201	A
USGS	11251000	1960-09-05	201	A
USGS	11251000	1960-09-06	201	A
USGS	11251000	1960-09-07	201	A
USGS	11251000	1960-09-08	201	A
USGS	11251000	1960-09-09	188	A
USGS	11251000	1960-09-10	178	A
USGS	11251000	1960-09-11	178	A
USGS	11251000	1960-09-12	181	A
USGS	11251000	1960-09-13	178	A
USGS	11251000	1960-09-14	178	A
USGS	11251000	1960-09-15	178	A
USGS	11251000	1960-09-16	178	A
USGS	11251000	1960-09-17	181	A
USGS	11251000	1960-09-18	183	A
USGS	11251000	1960-09-19	178	A
USGS	11251000	1960-09-20	178	A
USGS	11251000	1960-09-21	181	A
USGS	11251000	1960-09-22	141	A
USGS	11251000	1960-09-23	141	A
USGS	11251000	1960-09-24	141	A
USGS	11251000	1960-09-25	141	A
USGS	11251000	1960-09-26	144	A
USGS	11251000	1960-09-27	144	A
USGS	11251000	1960-09-28	144	A
USGS	11251000	1960-09-29	144	A
USGS	11251000	1960-09-30	144	A
USGS	11251000	1960-10-01	144	A
USGS	11251000	1960-10-02	144	A
USGS	11251000	1960-10-03	144	A
USGS	11251000	1960-10-04	144	A
USGS	11251000	1960-10-05	144	A
USGS	11251000	1960-10-06	144	A
USGS	11251000	1960-10-07	133	A
USGS	11251000	1960-10-08	125	A
USGS	11251000	1960-10-09	125	A
USGS	11251000	1960-10-10	125	A
USGS	11251000	1960-10-11	125	A
USGS	11251000	1960-10-12	125	A
USGS	11251000	1960-10-13	125	A
USGS	11251000	1960-10-14	125	A
USGS	11251000	1960-10-15	125	A
USGS	11251000	1960-10-16	125	A
USGS	11251000	1960-10-17	125	A
USGS	11251000	1960-10-18	125	A
USGS	11251000	1960-10-19	125	A
USGS	11251000	1960-10-20	125	A
USGS	11251000	1960-10-21	125	A
USGS	11251000	1960-10-22	125	A
USGS	11251000	1960-10-23	125	A
USGS	11251000	1960-10-24	125	A
USGS	11251000	1960-10-25	125	A
USGS	11251000	1960-10-26	125	A
USGS	11251000	1960-10-27	125	A
USGS	11251000	1960-10-28	125	A
USGS	11251000	1960-10-29	125	A
USGS	11251000	1960-10-30	125	A
USGS	11251000	1960-10-31	125	A
USGS	11251000	1960-11-01	125	A
USGS	11251000	1960-11-02	125	A
USGS	11251000	1960-11-03	137	A
USGS	11251000	1960-11-04	125	A
USGS	11251000	1960-11-05	115	A
USGS	11251000	1960-11-06	86	A
USGS	11251000	1960-11-07	64	A
USGS	11251000	1960-11-08	64	A
USGS	11251000	1960-11-09	69	A
USGS	11251000	1960-11-10	89	A
USGS	11251000	1960-11-11	91	A
USGS	11251000	1960-11-12	93	A
USGS	11251000	1960-11-13	91	A
USGS	11251000	1960-11-14	76	A
USGS	11251000	1960-11-15	49	A
USGS	11251000	1960-11-16	24	A
USGS	11251000	1960-11-17	24	A
USGS	11251000	1960-11-18	26	A
USGS	11251000	1960-11-19	29	A
USGS	11251000	1960-11-20	32	A
USGS	11251000	1960-11-21	38	A
USGS	11251000	1960-11-22	31	A
USGS	11251000	1960-11-23	32	A
USGS	11251000	1960-11-24	32	A
USGS	11251000	1960-11-25	32	A
USGS	11251000	1960-11-26	38	A
USGS	11251000	1960-11-27	37	A
USGS	11251000	1960-11-28	52	A
USGS	11251000	1960-11-29	103	A
USGS	11251000	1960-11-30	135	A
USGS	11251000	1960-12-01	188	A
USGS	11251000	1960-12-02	199	A
USGS	11251000	1960-12-03	199	A
USGS	11251000	1960-12-04	209	A
USGS	11251000	1960-12-05	206	A
USGS	11251000	1960-12-06	206	A
USGS	11251000	1960-12-07	206	A
USGS	11251000	1960-12-08	206	A
USGS	11251000	1960-12-09	534	A
USGS	11251000	1960-12-10	693	A
USGS	11251000	1960-12-11	548	A
USGS	11251000	1960-12-12	548	A
USGS	11251000	1960-12-13	329	A
USGS	11251000	1960-12-14	94	A
USGS	11251000	1960-12-15	94	A
USGS	11251000	1960-12-16	94	A
USGS	11251000	1960-12-17	94	A
USGS	11251000	1960-12-18	94	A
USGS	11251000	1960-12-19	96	A
USGS	11251000	1960-12-20	96	A
USGS	11251000	1960-12-21	96	A
USGS	11251000	1960-12-22	94	A
USGS	11251000	1960-12-23	94	A
USGS	11251000	1960-12-24	79	A
USGS	11251000	1960-12-25	59	A
USGS	11251000	1960-12-26	59	A
USGS	11251000	1960-12-27	59	A
USGS	11251000	1960-12-28	59	A
USGS	11251000	1960-12-29	59	A
USGS	11251000	1960-12-30	59	A
USGS	11251000	1960-12-31	59	A
USGS	11251000	1961-01-01	62	A
USGS	11251000	1961-01-02	62	A
USGS	11251000	1961-01-03	62	A
USGS	11251000	1961-01-04	104	A
USGS	11251000	1961-01-05	65	A
USGS	11251000	1961-01-06	337	A
USGS	11251000	1961-01-07	388	A
USGS	11251000	1961-01-08	188	A
USGS	11251000	1961-01-09	188	A
USGS	11251000	1961-01-10	191	A
USGS	11251000	1961-01-11	191	A
USGS	11251000	1961-01-12	188	A
USGS	11251000	1961-01-13	188	A
USGS	11251000	1961-01-14	188	A
USGS	11251000	1961-01-15	188	A
USGS	11251000	1961-01-16	204	A
USGS	11251000	1961-01-17	242	A
USGS	11251000	1961-01-18	242	A
USGS	11251000	1961-01-19	242	A
USGS	11251000	1961-01-20	206	A
USGS	11251000	1961-01-21	140	A
USGS	11251000	1961-01-22	140	A
USGS	11251000	1961-01-23	125	A
USGS	11251000	1961-01-24	84	A
USGS	11251000	1961-01-25	84	A
USGS	11251000	1961-01-26	60	A
USGS	11251000	1961-01-27	32	A
USGS	11251000	1961-01-28	38	A
USGS	11251000	1961-01-29	51	A
USGS	11251000	1961-01-30	50	A
USGS	11251000	1961-01-31	51	A
USGS	11251000	1961-02-01	50	A
USGS	11251000	1961-02-02	51	A
USGS	11251000	1961-02-03	50	A
USGS	11251000	1961-02-04	49	A
USGS	11251000	1961-02-05	49	A
USGS	11251000	1961-02-06	49	A
USGS	11251000	1961-02-07	50	A
USGS	11251000	1961-02-08	50	A
USGS	11251000	1961-02-09	50	A
USGS	11251000	1961-02-10	50	A
USGS	11251000	1961-02-11	49	A
USGS	11251000	1961-02-12	49	A
USGS	11251000	1961-02-13	49	A
USGS	11251000	1961-02-14	49	A
USGS	11251000	1961-02-15	49	A
USGS	11251000	1961-02-16	49	A
USGS	11251000	1961-02-17	53	A
USGS	11251000	1961-02-18	63	A
USGS	11251000	1961-02-19	63	A
USGS	11251000	1961-02-20	63	A
USGS	11251000	1961-02-21	63	A
USGS	11251000	1961-02-22	64	A
USGS	11251000	1961-02-23	82	A
USGS	11251000	1961-02-24	80	A
USGS	11251000	1961-02-25	90	A
USGS	11251000	1961-02-26	106	A
USGS	11251000	1961-02-27	104	A
USGS	11251000	1961-02-28	102	A
USGS	11251000	1961-03-01	104	A
USGS	11251000	1961-03-02	104	A
USGS	11251000	1961-03-03	104	A
USGS	11251000	1961-03-04	104	A
USGS	11251000	1961-03-05	106	A
USGS	11251000	1961-03-06	104	A
USGS	11251000	1961-03-07	106	A
USGS	11251000	1961-03-08	104	A
USGS	11251000	1961-03-09	106	A
USGS	11251000	1961-03-10	106	A
USGS	11251000	1961-03-11	115	A
USGS	11251000	1961-03-12	122	A
USGS	11251000	1961-03-13	122	A
USGS	11251000	1961-03-14	122	A
USGS	11251000	1961-03-15	124	A
USGS	11251000	1961-03-16	124	A
USGS	11251000	1961-03-17	124	A
USGS	11251000	1961-03-18	122	A
USGS	11251000	1961-03-19	122	A
USGS	11251000	1961-03-20	122	A
USGS	11251000	1961-03-21	122	A
USGS	11251000	1961-03-22	122	A
USGS	11251000	1961-03-23	124	A
USGS	11251000	1961-03-24	126	A
USGS	11251000	1961-03-25	126	A
USGS	11251000	1961-03-26	126	A
USGS	11251000	1961-03-27	115	A
USGS	11251000	1961-03-28	101	A
USGS	11251000	1961-03-29	101	A
USGS	11251000	1961-03-30	102	A
USGS	11251000	1961-03-31	118	A
USGS	11251000	1961-04-01	130	A
USGS	11251000	1961-04-02	130	A
USGS	11251000	1961-04-03	126	A
USGS	11251000	1961-04-04	162	A
USGS	11251000	1961-04-05	224	A
USGS	11251000	1961-04-06	142	A
USGS	11251000	1961-04-07	146	A
USGS	11251000	1961-04-08	146	A
USGS	11251000	1961-04-09	144	A
USGS	11251000	1961-04-10	146	A
USGS	11251000	1961-04-11	149	A
USGS	11251000	1961-04-12	153	A
USGS	11251000	1961-04-13	153	A
USGS	11251000	1961-04-14	153	A
USGS	11251000	1961-04-15	155	A
USGS	11251000	1961-04-16	153	A
USGS	11251000	1961-04-17	155	A
USGS	11251000	1961-04-18	155	A
USGS	11251000	1961-04-19	155	A
USGS	11251000	1961-04-20	160	A
USGS	11251000	1961-04-21	162	A
USGS	11251000	1961-04-22	164	A
USGS	11251000	1961-04-23	164	A
USGS	11251000	1961-04-24	153	A
USGS	11251000	1961-04-25	142	A
USGS	11251000	1961-04-26	142	A
USGS	11251000	1961-04-27	142	A
USGS	11251000	1961-04-28	142	A
USGS	11251000	1961-04-29	142	A
USGS	11251000	1961-04-30	142	A
USGS	11251000	1961-05-01	149	A
USGS	11251000	1961-05-02	164	A
USGS	11251000	1961-05-03	164	A
USGS	11251000	1961-05-04	169	A
USGS	11251000	1961-05-05	176	A
USGS	11251000	1961-05-06	176	A
USGS	11251000	1961-05-07	176	A
USGS	11251000	1961-05-08	174	A
USGS	11251000	1961-05-09	174	A
USGS	11251000	1961-05-10	174	A
USGS	11251000	1961-05-11	174	A
USGS	11251000	1961-05-12	176	A
USGS	11251000	1961-05-13	176	A
USGS	11251000	1961-05-14	174	A
USGS	11251000	1961-05-15	176	A
USGS	11251000	1961-05-16	176	A
USGS	11251000	1961-05-17	169	A
USGS	11251000	1961-05-18	164	A
USGS	11251000	1961-05-19	160	A
USGS	11251000	1961-05-20	153	A
USGS	11251000	1961-05-21	155	A
USGS	11251000	1961-05-22	153	A
USGS	11251000	1961-05-23	146	A
USGS	11251000	1961-05-24	142	A
USGS	11251000	1961-05-25	142	A
USGS	11251000	1961-05-26	142	A
USGS	11251000	1961-05-27	142	A
USGS	11251000	1961-05-28	142	A
USGS	11251000	1961-05-29	142	A
USGS	11251000	1961-05-30	142	A
USGS	11251000	1961-05-31	144	A
USGS	11251000	1961-06-01	144	A
USGS	11251000	1961-06-02	124	A
USGS	11251000	1961-06-03	153	A
USGS	11251000	1961-06-04	166	A
USGS	11251000	1961-06-05	155	A
USGS	11251000	1961-06-06	155	A
USGS	11251000	1961-06-07	117	A
USGS	11251000	1961-06-08	83	A
USGS	11251000	1961-06-09	83	A
USGS	11251000	1961-06-10	84	A
USGS	11251000	1961-06-11	85	A
USGS	11251000	1961-06-12	93	A
USGS	11251000	1961-06-13	140	A
USGS	11251000	1961-06-14	164	A
USGS	11251000	1961-06-15	363	A
USGS	11251000	1961-06-16	342	A
USGS	11251000	1961-06-17	178	A
USGS	11251000	1961-06-18	178	A
USGS	11251000	1961-06-19	181	A
USGS	11251000	1961-06-20	199	A
USGS	11251000	1961-06-21	191	A
USGS	11251000	1961-06-22	178	A
USGS	11251000	1961-06-23	178	A
USGS	11251000	1961-06-24	178	A
USGS	11251000	1961-06-25	171	A
USGS	11251000	1961-06-26	171	A
USGS	11251000	1961-06-27	169	A
USGS	11251000	1961-06-28	169	A
USGS	11251000	1961-06-29	169	A
USGS	11251000	1961-06-30	166	A
USGS	11251000	1961-07-01	157	A
USGS	11251000	1961-07-02	157	A
USGS	11251000	1961-07-03	171	A
USGS	11251000	1961-07-04	178	A
USGS	11251000	1961-07-05	178	A
USGS	11251000	1961-07-06	178	A
USGS	11251000	1961-07-07	183	A
USGS	11251000	1961-07-08	186	A
USGS	11251000	1961-07-09	186	A
USGS	11251000	1961-07-10	183	A
USGS	11251000	1961-07-11	181	A
USGS	11251000	1961-07-12	178	A
USGS	11251000	1961-07-13	178	A
USGS	11251000	1961-07-14	178	A
USGS	11251000	1961-07-15	178	A
USGS	11251000	1961-07-16	176	A
USGS	11251000	1961-07-17	176	A
USGS	11251000	1961-07-18	176	A
USGS	11251000	1961-07-19	176	A
USGS	11251000	1961-07-20	181	A
USGS	11251000	1961-07-21	210	A
USGS	11251000	1961-07-22	215	A
USGS	11251000	1961-07-23	199	A
USGS	11251000	1961-07-24	188	A
USGS	11251000	1961-07-25	183	A
USGS	11251000	1961-07-26	181	A
USGS	11251000	1961-07-27	183	A
USGS	11251000	1961-07-28	183	A
USGS	11251000	1961-07-29	181	A
USGS	11251000	1961-07-30	176	A
USGS	11251000	1961-07-31	174	A
USGS	11251000	1961-08-01	171	A
USGS	11251000	1961-08-02	171	A
USGS	11251000	1961-08-03	171	A
USGS	11251000	1961-08-04	171	A
USGS	11251000	1961-08-05	171	A
USGS	11251000	1961-08-06	171	A
USGS	11251000	1961-08-07	171	A
USGS	11251000	1961-08-08	174	A
USGS	11251000	1961-08-09	171	A
USGS	11251000	1961-08-10	166	A
USGS	11251000	1961-08-11	166	A
USGS	11251000	1961-08-12	166	A
USGS	11251000	1961-08-13	164	A
USGS	11251000	1961-08-14	162	A
USGS	11251000	1961-08-15	157	A
USGS	11251000	1961-08-16	155	A
USGS	11251000	1961-08-17	155	A
USGS	11251000	1961-08-18	155	A
USGS	11251000	1961-08-19	155	A
USGS	11251000	1961-08-20	164	A
USGS	11251000	1961-08-21	169	A
USGS	11251000	1961-08-22	169	A
USGS	11251000	1961-08-23	169	A
USGS	11251000	1961-08-24	169	A
USGS	11251000	1961-08-25	169	A
USGS	11251000	1961-08-26	166	A
USGS	11251000	1961-08-27	166	A
USGS	11251000	1961-08-28	160	A
USGS	11251000	1961-08-29	157	A
USGS	11251000	1961-08-30	155	A
USGS	11251000	1961-08-31	155	A
USGS	11251000	1961-09-01	149	A
USGS	11251000	1961-09-02	146	A
USGS	11251000	1961-09-03	146	A
USGS	11251000	1961-09-04	144	A
USGS	11251000	1961-09-05	144	A
USGS	11251000	1961-09-06	140	A
USGS	11251000	1961-09-07	136	A
USGS	11251000	1961-09-08	136	A
USGS	11251000	1961-09-09	130	A
USGS	11251000	1961-09-10	126	A
USGS	11251000	1961-09-11	126	A
USGS	11251000	1961-09-12	124	A
USGS	11251000	1961-09-13	124	A
USGS	11251000	1961-09-14	124	A
USGS	11251000	1961-09-15	126	A
USGS	11251000	1961-09-16	126	A
USGS	11251000	1961-09-17	126	A
USGS	11251000	1961-09-18	120	A
USGS	11251000	1961-09-19	113	A
USGS	11251000	1961-09-20	108	A
USGS	11251000	1961-09-21	98	A
USGS	11251000	1961-09-22	96	A
USGS	11251000	1961-09-23	84	A
USGS	11251000	1961-09-24	84	A
USGS	11251000	1961-09-25	83	A
USGS	11251000	1961-09-26	87	A
USGS	11251000	1961-09-27	94	A
USGS	11251000	1961-09-28	94	A
USGS	11251000	1961-09-29	94	A
USGS	11251000	1961-09-30	106	A
USGS	11251000	1961-10-01	120	A
USGS	11251000	1961-10-02	115	A
USGS	11251000	1961-10-03	108	A
USGS	11251000	1961-10-04	102	A
USGS	11251000	1961-10-05	96	A
USGS	11251000	1961-10-06	96	A
USGS	11251000	1961-10-07	96	A
USGS	11251000	1961-10-08	96	A
USGS	11251000	1961-10-09	93	A
USGS	11251000	1961-10-10	93	A
USGS	11251000	1961-10-11	94	A
USGS	11251000	1961-10-12	94	A
USGS	11251000	1961-10-13	93	A
USGS	11251000	1961-10-14	93	A
USGS	11251000	1961-10-15	93	A
USGS	11251000	1961-10-16	93	A
USGS	11251000	1961-10-17	94	A
USGS	11251000	1961-10-18	94	A
USGS	11251000	1961-10-19	94	A
USGS	11251000	1961-10-20	96	A
USGS	11251000	1961-10-21	96	A
USGS	11251000	1961-10-22	96	A
USGS	11251000	1961-10-23	94	A
USGS	11251000	1961-10-24	91	A
USGS	11251000	1961-10-25	87	A
USGS	11251000	1961-10-26	88	A
USGS	11251000	1961-10-27	83	A
USGS	11251000	1961-10-28	76	A
USGS	11251000	1961-10-29	76	A
USGS	11251000	1961-10-30	76	A
USGS	11251000	1961-10-31	76	A
USGS	11251000	1961-11-01	76	A
USGS	11251000	1961-11-02	76	A
USGS	11251000	1961-11-03	76	A
USGS	11251000	1961-11-04	80	A
USGS	11251000	1961-11-05	88	A
USGS	11251000	1961-11-06	90	A
USGS	11251000	1961-11-07	96	A
USGS	11251000	1961-11-08	96	A
USGS	11251000	1961-11-09	96	A
USGS	11251000	1961-11-10	96	A
USGS	11251000	1961-11-11	96	A
USGS	11251000	1961-11-12	96	A
USGS	11251000	1961-11-13	93	A
USGS	11251000	1961-11-14	87	A
USGS	11251000	1961-11-15	88	A
USGS	11251000	1961-11-16	88	A
USGS	11251000	1961-11-17	88	A
USGS	11251000	1961-11-18	88	A
USGS	11251000	1961-11-19	88	A
USGS	11251000	1961-11-20	85	A
USGS	11251000	1961-11-21	78	A
USGS	11251000	1961-11-22	69	A
USGS	11251000	1961-11-23	63	A
USGS	11251000	1961-11-24	60	A
USGS	11251000	1961-11-25	48	A
USGS	11251000	1961-11-26	52	A
USGS	11251000	1961-11-27	60	A
USGS	11251000	1961-11-28	60	A
USGS	11251000	1961-11-29	60	A
USGS	11251000	1961-11-30	59	A
USGS	11251000	1961-12-01	59	A
USGS	11251000	1961-12-02	61	A
USGS	11251000	1961-12-03	59	A
USGS	11251000	1961-12-04	58	A
USGS	11251000	1961-12-05	58	A
USGS	11251000	1961-12-06	58	A
USGS	11251000	1961-12-07	58	A
USGS	11251000	1961-12-08	58	A
USGS	11251000	1961-12-09	58	A
USGS	11251000	1961-12-10	58	A
USGS	11251000	1961-12-11	57	A
USGS	11251000	1961-12-12	58	A
USGS	11251000	1961-12-13	60	A
USGS	11251000	1961-12-14	63	A
USGS	11251000	1961-12-15	63	A
USGS	11251000	1961-12-16	63	A
USGS	11251000	1961-12-17	63	A
USGS	11251000	1961-12-18	63	A
USGS	11251000	1961-12-19	64	A
USGS	11251000	1961-12-20	64	A
USGS	11251000	1961-12-21	64	A
USGS	11251000	1961-12-22	64	A
USGS	11251000	1961-12-23	63	A
USGS	11251000	1961-12-24	64	A
USGS	11251000	1961-12-25	65	A
USGS	11251000	1961-12-26	67	A
USGS	11251000	1961-12-27	65	A
USGS	11251000	1961-12-28	65	A
USGS	11251000	1961-12-29	65	A
USGS	11251000	1961-12-30	65	A
USGS	11251000	1961-12-31	65	A
USGS	11251000	1962-01-01	67	A
USGS	11251000	1962-01-02	67	A
USGS	11251000	1962-01-03	67	A
USGS	11251000	1962-01-04	65	A
USGS	11251000	1962-01-05	62	A
USGS	11251000	1962-01-06	58	A
USGS	11251000	1962-01-07	58	A
USGS	11251000	1962-01-08	58	A
USGS	11251000	1962-01-09	58	A
USGS	11251000	1962-01-10	58	A
USGS	11251000	1962-01-11	58	A
USGS	11251000	1962-01-12	58	A
USGS	11251000	1962-01-13	59	A
USGS	11251000	1962-01-14	58	A
USGS	11251000	1962-01-15	57	A
USGS	11251000	1962-01-16	55	A
USGS	11251000	1962-01-17	67	A
USGS	11251000	1962-01-18	59	A
USGS	11251000	1962-01-19	60	A
USGS	11251000	1962-01-20	61	A
USGS	11251000	1962-01-21	62	A
USGS	11251000	1962-01-22	62	A
USGS	11251000	1962-01-23	58	A
USGS	11251000	1962-01-24	53	A
USGS	11251000	1962-01-25	52	A
USGS	11251000	1962-01-26	52	A
