# ---------------------------------- WARNING ----------------------------------------				
# The data you have obtained from this automated U.S. Geological Survey database				
# have not received Director's approval and as such are provisional and subject to				
# revision.  The data are released on the condition that neither the USGS nor the				
# United States Government may be held liable for any damages resulting from its use.				
# Additional info: http://waterdata.usgs.gov/nwis/?provisional				
#				
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info				
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info				
#				
# Contact:   gs-w_support_nwisweb@usgs.gov				
# retrieved: 2014-01-01 13:55:38 EST       (vaww02)				
#				
# Data for the following 1 site(s) are contained in this file				
#    USGS 11251000 SAN JOAQUIN R BL FRIANT CA				
# -----------------------------------------------------------------------------------				
#				
# Data provided for site 11251000				
#    DD parameter statistic   Description				
"#    01   00060     00003     Discharge, cubic feet per second (Mean)"				
#				
# Data-value qualification codes included in this output: 				
#     A  Approved for publication -- Processing and review completed.  				
#     P  Provisional data subject to revision.  				
#     e  Value has been estimated.  				
# 				
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	11251000	1914-05-19	11500	A
USGS	11251000	1914-05-20	11500	A
USGS	11251000	1914-05-21	11200	A
USGS	11251000	1914-05-22	10400	A
USGS	11251000	1914-05-23	11000	A
USGS	11251000	1914-05-24	9910	A
USGS	11251000	1914-05-25	8650	A
USGS	11251000	1914-05-26	7920	A
USGS	11251000	1914-05-27	8900	A
USGS	11251000	1914-05-28	11000	A
USGS	11251000	1914-05-29	12300	A
USGS	11251000	1914-05-30	14100	A
USGS	11251000	1914-05-31	14100	A
USGS	11251000	1914-06-01	15400	A
USGS	11251000	1914-06-02	15700	A
USGS	11251000	1914-06-03	12600	A
USGS	11251000	1914-06-04	12600	A
USGS	11251000	1914-06-05	11500	A
USGS	11251000	1914-06-06	9400	A
USGS	11251000	1914-06-07	7460	A
USGS	11251000	1914-06-08	7000	A
USGS	11251000	1914-06-09	6550	A
USGS	11251000	1914-06-10	7230	A
USGS	11251000	1914-06-11	7460	A
USGS	11251000	1914-06-12	7460	A
USGS	11251000	1914-06-13	7920	A
USGS	11251000	1914-06-14	9400	A
USGS	11251000	1914-06-15	9650	A
USGS	11251000	1914-06-16	10400	A
USGS	11251000	1914-06-17	11500	A
USGS	11251000	1914-06-18	13200	A
USGS	11251000	1914-06-19	11500	A
USGS	11251000	1914-06-20	12100	A
USGS	11251000	1914-06-21	11200	A
USGS	11251000	1914-06-22	11500	A
USGS	11251000	1914-06-23	11500	A
USGS	11251000	1914-06-24	10400	A
USGS	11251000	1914-06-25	8650	A
USGS	11251000	1914-06-26	7690	A
USGS	11251000	1914-06-27	8400	A
USGS	11251000	1914-06-28	9400	A
USGS	11251000	1914-06-29	10200	A
USGS	11251000	1914-06-30	11000	A
USGS	11251000	1914-07-01	10400	A
USGS	11251000	1914-07-02	10400	A
USGS	11251000	1914-07-03	9910	A
USGS	11251000	1914-07-04	9650	A
USGS	11251000	1914-07-05	8900	A
USGS	11251000	1914-07-06	8400	A
USGS	11251000	1914-07-07	8400	A
USGS	11251000	1914-07-08	7920	A
USGS	11251000	1914-07-09	7460	A
USGS	11251000	1914-07-10	6770	A
USGS	11251000	1914-07-11	6550	A
USGS	11251000	1914-07-12	6550	A
USGS	11251000	1914-07-13	6330	A
USGS	11251000	1914-07-14	6330	A
USGS	11251000	1914-07-15	6330	A
USGS	11251000	1914-07-16	6110	A
USGS	11251000	1914-07-17	6330	A
USGS	11251000	1914-07-18	6330	A
USGS	11251000	1914-07-19	6110	A
USGS	11251000	1914-07-20	5690	A
USGS	11251000	1914-07-21	5180	A
USGS	11251000	1914-07-22	4700	A
USGS	11251000	1914-07-23	4260	A
USGS	11251000	1914-07-24	4340	A
USGS	11251000	1914-07-25	4340	A
USGS	11251000	1914-07-26	4340	A
USGS	11251000	1914-07-27	4170	A
USGS	11251000	1914-07-28	4340	A
USGS	11251000	1914-07-29	4080	A
USGS	11251000	1914-07-30	3600	A
USGS	11251000	1914-07-31	3380	A
USGS	11251000	1914-08-01	3310	A
USGS	11251000	1914-08-02	3530	A
USGS	11251000	1914-08-03	3680	A
USGS	11251000	1914-08-04	3530	A
USGS	11251000	1914-08-05	3380	A
USGS	11251000	1914-08-06	3460	A
USGS	11251000	1914-08-07	3460	A
USGS	11251000	1914-08-08	3240	A
USGS	11251000	1914-08-09	3180	A
USGS	11251000	1914-08-10	3310	A
USGS	11251000	1914-08-11	3110	A
USGS	11251000	1914-08-12	2820	A
USGS	11251000	1914-08-13	2650	A
USGS	11251000	1914-08-14	2500	A
USGS	11251000	1914-08-15	2350	A
USGS	11251000	1914-08-16	2220	A
USGS	11251000	1914-08-17	2170	A
USGS	11251000	1914-08-18	2130	A
USGS	11251000	1914-08-19	1960	A
USGS	11251000	1914-08-20	1800	A
USGS	11251000	1914-08-21	1580	A
USGS	11251000	1914-08-22	1440	A
USGS	11251000	1914-08-23	1370	A
USGS	11251000	1914-08-24	1300	A
USGS	11251000	1914-08-25	1300	A
USGS	11251000	1914-08-26	1240	A
USGS	11251000	1914-08-27	1200	A
USGS	11251000	1914-08-28	1170	A
USGS	11251000	1914-08-29	1140	A
USGS	11251000	1914-08-30	1080	A
USGS	11251000	1914-08-31	1050	A
USGS	11251000	1914-09-01	1020	A
USGS	11251000	1914-09-02	990	A
USGS	11251000	1914-09-03	990	A
USGS	11251000	1914-09-04	960	A
USGS	11251000	1914-09-05	932	A
USGS	11251000	1914-09-06	866	A
USGS	11251000	1914-09-07	822	A
USGS	11251000	1914-09-08	812	A
USGS	11251000	1914-09-09	795	A
USGS	11251000	1914-09-10	752	A
USGS	11251000	1914-09-11	746	A
USGS	11251000	1914-09-12	715	A
USGS	11251000	1914-09-13	690	A
USGS	11251000	1914-09-14	655	A
USGS	11251000	1914-09-15	680	A
USGS	11251000	1914-09-16	655	A
USGS	11251000	1914-09-17	655	A
USGS	11251000	1914-09-18	636	A
USGS	11251000	1914-09-19	768	A
USGS	11251000	1914-09-20	960	A
USGS	11251000	1914-09-21	812	A
USGS	11251000	1914-09-22	746	A
USGS	11251000	1914-09-23	710	A
USGS	11251000	1914-09-24	680	A
USGS	11251000	1914-09-25	650	A
USGS	11251000	1914-09-26	1540	A
USGS	11251000	1914-09-27	2130	A
USGS	11251000	1914-09-28	1500	A
USGS	11251000	1914-09-29	1200	A
USGS	11251000	1914-09-30	1080	A
USGS	11251000	1914-10-01	1060	A
USGS	11251000	1914-10-02	972	A
USGS	11251000	1914-10-03	872	A
USGS	11251000	1914-10-04	790	A
USGS	11251000	1914-10-05	767	A
USGS	11251000	1914-10-06	744	A
USGS	11251000	1914-10-07	722	A
USGS	11251000	1914-10-08	700	A
USGS	11251000	1914-10-09	678	A
USGS	11251000	1914-10-10	656	A
USGS	11251000	1914-10-11	634	A
USGS	11251000	1914-10-12	612	A
USGS	11251000	1914-10-13	590	A
USGS	11251000	1914-10-14	568	A
USGS	11251000	1914-10-15	546	A
USGS	11251000	1914-10-16	542	A
USGS	11251000	1914-10-17	534	A
USGS	11251000	1914-10-18	534	A
USGS	11251000	1914-10-19	518	A
USGS	11251000	1914-10-20	595	A
USGS	11251000	1914-10-21	595	A
USGS	11251000	1914-10-22	660	A
USGS	11251000	1914-10-23	680	A
USGS	11251000	1914-10-24	650	A
USGS	11251000	1914-10-25	622	A
USGS	11251000	1914-10-26	586	A
USGS	11251000	1914-10-27	577	A
USGS	11251000	1914-10-28	572	A
USGS	11251000	1914-10-29	554	A
USGS	11251000	1914-10-30	550	A
USGS	11251000	1914-10-31	622	A
USGS	11251000	1914-11-01	720	A
USGS	11251000	1914-11-02	636	A
USGS	11251000	1914-11-03	715	A
USGS	11251000	1914-11-04	680	A
USGS	11251000	1914-11-05	631	A
USGS	11251000	1914-11-06	595	A
USGS	11251000	1914-11-07	590	A
USGS	11251000	1914-11-08	550	A
USGS	11251000	1914-11-09	478	A
USGS	11251000	1914-11-10	534	A
USGS	11251000	1914-11-11	510	A
USGS	11251000	1914-11-12	510	A
USGS	11251000	1914-11-13	498	A
USGS	11251000	1914-11-14	486	A
USGS	11251000	1914-11-15	486	A
USGS	11251000	1914-11-16	400	A
USGS	11251000	1914-11-17	470	A
USGS	11251000	1914-11-18	466	A
USGS	11251000	1914-11-19	456	A
USGS	11251000	1914-11-20	424	A
USGS	11251000	1914-11-21	410	A
USGS	11251000	1914-11-22	650	A
USGS	11251000	1914-11-23	514	A
USGS	11251000	1914-11-24	466	A
USGS	11251000	1914-11-25	418	A
USGS	11251000	1914-11-26	421	A
USGS	11251000	1914-11-27	394	A
USGS	11251000	1914-11-28	421	A
USGS	11251000	1914-11-29	428	A
USGS	11251000	1914-11-30	400	A
USGS	11251000	1914-12-01	400	A
USGS	11251000	1914-12-02	388	A
USGS	11251000	1914-12-03	435	A
USGS	11251000	1914-12-04	470	A
USGS	11251000	1914-12-05	522	A
USGS	11251000	1914-12-06	482	A
USGS	11251000	1914-12-07	435	A
USGS	11251000	1914-12-08	456	A
USGS	11251000	1914-12-09	456	A
USGS	11251000	1914-12-10	449	A
USGS	11251000	1914-12-11	486	A
USGS	11251000	1914-12-12	490	A
USGS	11251000	1914-12-13	498	A
USGS	11251000	1914-12-14	428	A
USGS	11251000	1914-12-15	421	A
USGS	11251000	1914-12-16	452	A
USGS	11251000	1914-12-17	564	A
USGS	11251000	1914-12-18	577	A
USGS	11251000	1914-12-19	522	A
USGS	11251000	1914-12-20	546	A
USGS	11251000	1914-12-21	470	A
USGS	11251000	1914-12-22	510	A
USGS	11251000	1914-12-23	526	A
USGS	11251000	1914-12-24	522	A
USGS	11251000	1914-12-25	534	A
USGS	11251000	1914-12-26	486	A
USGS	11251000	1914-12-27	494	A
USGS	11251000	1914-12-28	470	A
USGS	11251000	1914-12-29	482	A
USGS	11251000	1914-12-30	478	A
USGS	11251000	1914-12-31	474	A
USGS	11251000	1915-01-01	478	A
USGS	11251000	1915-01-02	449	A
USGS	11251000	1915-01-03	470	A
USGS	11251000	1915-01-04	452	A
USGS	11251000	1915-01-05	530	A
USGS	11251000	1915-01-06	506	A
USGS	11251000	1915-01-07	498	A
USGS	11251000	1915-01-08	506	A
USGS	11251000	1915-01-09	510	A
USGS	11251000	1915-01-10	494	A
USGS	11251000	1915-01-11	435	A
USGS	11251000	1915-01-12	494	A
USGS	11251000	1915-01-13	494	A
USGS	11251000	1915-01-14	538	A
USGS	11251000	1915-01-15	740	A
USGS	11251000	1915-01-16	577	A
USGS	11251000	1915-01-17	502	A
USGS	11251000	1915-01-18	486	A
USGS	11251000	1915-01-19	550	A
USGS	11251000	1915-01-20	522	A
USGS	11251000	1915-01-21	554	A
USGS	11251000	1915-01-22	518	A
USGS	11251000	1915-01-23	506	A
USGS	11251000	1915-01-24	494	A
USGS	11251000	1915-01-25	478	A
USGS	11251000	1915-01-26	546	A
USGS	11251000	1915-01-27	546	A
USGS	11251000	1915-01-28	927	A
USGS	11251000	1915-01-29	1650	A
USGS	11251000	1915-01-30	1730	A
USGS	11251000	1915-01-31	1090	A
USGS	11251000	1915-02-01	1040	A
USGS	11251000	1915-02-02	1620	A
USGS	11251000	1915-02-03	2000	A
USGS	11251000	1915-02-04	1240	A
USGS	11251000	1915-02-05	1010	A
USGS	11251000	1915-02-06	1010	A
USGS	11251000	1915-02-07	1020	A
USGS	11251000	1915-02-08	1030	A
USGS	11251000	1915-02-09	3460	A
USGS	11251000	1915-02-10	2870	A
USGS	11251000	1915-02-11	2400	A
USGS	11251000	1915-02-12	1760	A
USGS	11251000	1915-02-13	1460	A
USGS	11251000	1915-02-14	1340	A
USGS	11251000	1915-02-15	1280	A
USGS	11251000	1915-02-16	1340	A
USGS	11251000	1915-02-17	2820	A
USGS	11251000	1915-02-18	2350	A
USGS	11251000	1915-02-19	1760	A
USGS	11251000	1915-02-20	1760	A
USGS	11251000	1915-02-21	1730	A
USGS	11251000	1915-02-22	1400	A
USGS	11251000	1915-02-23	1350	A
USGS	11251000	1915-02-24	1280	A
USGS	11251000	1915-02-25	1310	A
USGS	11251000	1915-02-26	1250	A
USGS	11251000	1915-02-27	1150	A
USGS	11251000	1915-02-28	1340	A
USGS	11251000	1915-03-01	1690	A
USGS	11251000	1915-03-02	1500	A
USGS	11251000	1915-03-03	1330	A
USGS	11251000	1915-03-04	1240	A
USGS	11251000	1915-03-05	1240	A
USGS	11251000	1915-03-06	1250	A
USGS	11251000	1915-03-07	1200	A
USGS	11251000	1915-03-08	1170	A
USGS	11251000	1915-03-09	1150	A
USGS	11251000	1915-03-10	1150	A
USGS	11251000	1915-03-11	1090	A
USGS	11251000	1915-03-12	1130	A
USGS	11251000	1915-03-13	1140	A
USGS	11251000	1915-03-14	1190	A
USGS	11251000	1915-03-15	1430	A
USGS	11251000	1915-03-16	1800	A
USGS	11251000	1915-03-17	2000	A
USGS	11251000	1915-03-18	2130	A
USGS	11251000	1915-03-19	2220	A
USGS	11251000	1915-03-20	2350	A
USGS	11251000	1915-03-21	2440	A
USGS	11251000	1915-03-22	2700	A
USGS	11251000	1915-03-23	2990	A
USGS	11251000	1915-03-24	3380	A
USGS	11251000	1915-03-25	3600	A
USGS	11251000	1915-03-26	3380	A
USGS	11251000	1915-03-27	2820	A
USGS	11251000	1915-03-28	2650	A
USGS	11251000	1915-03-29	4000	A
USGS	11251000	1915-03-30	2930	A
USGS	11251000	1915-03-31	2400	A
USGS	11251000	1915-04-01	2540	A
USGS	11251000	1915-04-02	3050	A
USGS	11251000	1915-04-03	3530	A
USGS	11251000	1915-04-04	3460	A
USGS	11251000	1915-04-05	2990	A
USGS	11251000	1915-04-06	2540	A
USGS	11251000	1915-04-07	2440	A
USGS	11251000	1915-04-08	2400	A
USGS	11251000	1915-04-09	2540	A
USGS	11251000	1915-04-10	3310	A
USGS	11251000	1915-04-11	3760	A
USGS	11251000	1915-04-12	4800	A
USGS	11251000	1915-04-13	4890	A
USGS	11251000	1915-04-14	3760	A
USGS	11251000	1915-04-15	3530	A
USGS	11251000	1915-04-16	3380	A
USGS	11251000	1915-04-17	4000	A
USGS	11251000	1915-04-18	5180	A
USGS	11251000	1915-04-19	6000	A
USGS	11251000	1915-04-20	6440	A
USGS	11251000	1915-04-21	6220	A
USGS	11251000	1915-04-22	5480	A
USGS	11251000	1915-04-23	4980	A
USGS	11251000	1915-04-24	4520	A
USGS	11251000	1915-04-25	4610	A
USGS	11251000	1915-04-26	3840	A
USGS	11251000	1915-04-27	4430	A
USGS	11251000	1915-04-28	4890	A
USGS	11251000	1915-04-29	5180	A
USGS	11251000	1915-04-30	5180	A
USGS	11251000	1915-05-01	4340	A
USGS	11251000	1915-05-02	4430	A
USGS	11251000	1915-05-03	4000	A
USGS	11251000	1915-05-04	3680	A
USGS	11251000	1915-05-05	5080	A
USGS	11251000	1915-05-06	4610	A
USGS	11251000	1915-05-07	4610	A
USGS	11251000	1915-05-08	4800	A
USGS	11251000	1915-05-09	4260	A
USGS	11251000	1915-05-10	4700	A
USGS	11251000	1915-05-11	5280	A
USGS	11251000	1915-05-12	4980	A
USGS	11251000	1915-05-13	7000	A
USGS	11251000	1915-05-14	6550	A
USGS	11251000	1915-05-15	6000	A
USGS	11251000	1915-05-16	7000	A
USGS	11251000	1915-05-17	8900	A
USGS	11251000	1915-05-18	8160	A
USGS	11251000	1915-05-19	6220	A
USGS	11251000	1915-05-20	5280	A
USGS	11251000	1915-05-21	4700	A
USGS	11251000	1915-05-22	4890	A
USGS	11251000	1915-05-23	5800	A
USGS	11251000	1915-05-24	5900	A
USGS	11251000	1915-05-25	5800	A
USGS	11251000	1915-05-26	5690	A
USGS	11251000	1915-05-27	8160	A
USGS	11251000	1915-05-28	10200	A
USGS	11251000	1915-05-29	9650	A
USGS	11251000	1915-05-30	9910	A
USGS	11251000	1915-05-31	11200	A
USGS	11251000	1915-06-01	13500	A
USGS	11251000	1915-06-02	12600	A
USGS	11251000	1915-06-03	10700	A
USGS	11251000	1915-06-04	8900	A
USGS	11251000	1915-06-05	8400	A
USGS	11251000	1915-06-06	9910	A
USGS	11251000	1915-06-07	11500	A
USGS	11251000	1915-06-08	12600	A
USGS	11251000	1915-06-09	13800	A
USGS	11251000	1915-06-10	13200	A
USGS	11251000	1915-06-11	12300	A
USGS	11251000	1915-06-12	10200	A
USGS	11251000	1915-06-13	8650	A
USGS	11251000	1915-06-14	8650	A
USGS	11251000	1915-06-15	8650	A
USGS	11251000	1915-06-16	10200	A
USGS	11251000	1915-06-17	9910	A
USGS	11251000	1915-06-18	9650	A
USGS	11251000	1915-06-19	9400	A
USGS	11251000	1915-06-20	8650	A
USGS	11251000	1915-06-21	8650	A
USGS	11251000	1915-06-22	8900	A
USGS	11251000	1915-06-23	9400	A
USGS	11251000	1915-06-24	9400	A
USGS	11251000	1915-06-25	8650	A
USGS	11251000	1915-06-26	7690	A
USGS	11251000	1915-06-27	7120	A
USGS	11251000	1915-06-28	7920	A
USGS	11251000	1915-06-29	8160	A
USGS	11251000	1915-06-30	7920	A
USGS	11251000	1915-07-01	7690	A
USGS	11251000	1915-07-02	7690	A
USGS	11251000	1915-07-03	7920	A
USGS	11251000	1915-07-04	7690	A
USGS	11251000	1915-07-05	7230	A
USGS	11251000	1915-07-06	5580	A
USGS	11251000	1915-07-07	4610	A
USGS	11251000	1915-07-08	4520	A
USGS	11251000	1915-07-09	5380	A
USGS	11251000	1915-07-10	5800	A
USGS	11251000	1915-07-11	6330	A
USGS	11251000	1915-07-12	6330	A
USGS	11251000	1915-07-13	5900	A
USGS	11251000	1915-07-14	5580	A
USGS	11251000	1915-07-15	4520	A
USGS	11251000	1915-07-16	4000	A
USGS	11251000	1915-07-17	3920	A
USGS	11251000	1915-07-18	3600	A
USGS	11251000	1915-07-19	3310	A
USGS	11251000	1915-07-20	3240	A
USGS	11251000	1915-07-21	3240	A
USGS	11251000	1915-07-22	3600	A
USGS	11251000	1915-07-23	4170	A
USGS	11251000	1915-07-24	4430	A
USGS	11251000	1915-07-25	3600	A
USGS	11251000	1915-07-26	3310	A
USGS	11251000	1915-07-27	2870	A
USGS	11251000	1915-07-28	2440	A
USGS	11251000	1915-07-29	2130	A
USGS	11251000	1915-07-30	1920	A
USGS	11251000	1915-07-31	1760	A
USGS	11251000	1915-08-01	1650	A
USGS	11251000	1915-08-02	1580	A
USGS	11251000	1915-08-03	1550	A
USGS	11251000	1915-08-04	1520	A
USGS	11251000	1915-08-05	1490	A
USGS	11251000	1915-08-06	1460	A
USGS	11251000	1915-08-07	1470	A
USGS	11251000	1915-08-08	1390	A
USGS	11251000	1915-08-09	1330	A
USGS	11251000	1915-08-10	1320	A
USGS	11251000	1915-08-11	1290	A
USGS	11251000	1915-08-12	1230	A
USGS	11251000	1915-08-13	1170	A
USGS	11251000	1915-08-14	1140	A
USGS	11251000	1915-08-15	1100	A
USGS	11251000	1915-08-16	1110	A
USGS	11251000	1915-08-17	1090	A
USGS	11251000	1915-08-18	1040	A
USGS	11251000	1915-08-19	990	A
USGS	11251000	1915-08-20	949	A
USGS	11251000	1915-08-21	922	A
USGS	11251000	1915-08-22	883	A
USGS	11251000	1915-08-23	894	A
USGS	11251000	1915-08-24	984	A
USGS	11251000	1915-08-25	905	A
USGS	11251000	1915-08-26	883	A
USGS	11251000	1915-08-27	834	A
USGS	11251000	1915-08-28	795	A
USGS	11251000	1915-08-29	762	A
USGS	11251000	1915-08-30	790	A
USGS	11251000	1915-08-31	900	A
USGS	11251000	1915-09-01	906	A
USGS	11251000	1915-09-02	913	A
USGS	11251000	1915-09-03	920	A
USGS	11251000	1915-09-04	927	A
USGS	11251000	1915-09-05	894	A
USGS	11251000	1915-09-06	822	A
USGS	11251000	1915-09-07	813	A
USGS	11251000	1915-09-08	804	A
USGS	11251000	1915-09-09	795	A
USGS	11251000	1915-09-10	786	A
USGS	11251000	1915-09-11	777	A
USGS	11251000	1915-09-12	768	A
USGS	11251000	1915-09-13	759	A
USGS	11251000	1915-09-14	750	A
USGS	11251000	1915-09-15	741	A
USGS	11251000	1915-09-16	732	A
USGS	11251000	1915-09-17	723	A
USGS	11251000	1915-09-18	714	A
USGS	11251000	1915-09-19	705	A
USGS	11251000	1915-09-20	696	A
USGS	11251000	1915-09-21	687	A
USGS	11251000	1915-09-22	679	A
USGS	11251000	1915-09-23	671	A
USGS	11251000	1915-09-24	663	A
USGS	11251000	1915-09-25	655	A
USGS	11251000	1915-09-26	647	A
USGS	11251000	1915-09-27	639	A
USGS	11251000	1915-09-28	631	A
USGS	11251000	1915-09-29	572	A
USGS	11251000	1915-09-30	559	A
USGS	11251000	1915-10-01	542	A
USGS	11251000	1915-10-02	522	A
USGS	11251000	1915-10-03	510	A
USGS	11251000	1915-10-04	460	A
USGS	11251000	1915-10-05	494	A
USGS	11251000	1915-10-06	482	A
USGS	11251000	1915-10-07	478	A
USGS	11251000	1915-10-08	463	A
USGS	11251000	1915-10-09	449	A
USGS	11251000	1915-10-10	456	A
USGS	11251000	1915-10-11	404	A
USGS	11251000	1915-10-12	438	A
USGS	11251000	1915-10-13	442	A
USGS	11251000	1915-10-14	435	A
USGS	11251000	1915-10-15	432	A
USGS	11251000	1915-10-16	424	A
USGS	11251000	1915-10-17	421	A
USGS	11251000	1915-10-18	382	A
USGS	11251000	1915-10-19	414	A
USGS	11251000	1915-10-20	418	A
USGS	11251000	1915-10-21	418	A
USGS	11251000	1915-10-22	414	A
USGS	11251000	1915-10-23	410	A
USGS	11251000	1915-10-24	394	A
USGS	11251000	1915-10-25	364	A
USGS	11251000	1915-10-26	397	A
USGS	11251000	1915-10-27	400	A
USGS	11251000	1915-10-28	391	A
USGS	11251000	1915-10-29	407	A
USGS	11251000	1915-10-30	397	A
USGS	11251000	1915-10-31	391	A
USGS	11251000	1915-11-01	355	A
USGS	11251000	1915-11-02	385	A
USGS	11251000	1915-11-03	391	A
USGS	11251000	1915-11-04	385	A
USGS	11251000	1915-11-05	355	A
USGS	11251000	1915-11-06	379	A
USGS	11251000	1915-11-07	382	A
USGS	11251000	1915-11-08	349	A
USGS	11251000	1915-11-09	385	A
USGS	11251000	1915-11-10	404	A
USGS	11251000	1915-11-11	414	A
USGS	11251000	1915-11-12	382	A
USGS	11251000	1915-11-13	376	A
USGS	11251000	1915-11-14	410	A
USGS	11251000	1915-11-15	364	A
USGS	11251000	1915-11-16	397	A
USGS	11251000	1915-11-17	410	A
USGS	11251000	1915-11-18	410	A
USGS	11251000	1915-11-19	421	A
USGS	11251000	1915-11-20	404	A
USGS	11251000	1915-11-21	424	A
USGS	11251000	1915-11-22	385	A
USGS	11251000	1915-11-23	421	A
USGS	11251000	1915-11-24	442	A
USGS	11251000	1915-11-25	418	A
USGS	11251000	1915-11-26	385	A
USGS	11251000	1915-11-27	382	A
USGS	11251000	1915-11-28	418	A
USGS	11251000	1915-11-29	361	A
USGS	11251000	1915-11-30	385	A
USGS	11251000	1915-12-01	414	A
USGS	11251000	1915-12-02	407	A
USGS	11251000	1915-12-03	404	A
USGS	11251000	1915-12-04	1040	A
USGS	11251000	1915-12-05	894	A
USGS	11251000	1915-12-06	554	A
USGS	11251000	1915-12-07	577	A
USGS	11251000	1915-12-08	626	A
USGS	11251000	1915-12-09	626	A
USGS	11251000	1915-12-10	622	A
USGS	11251000	1915-12-11	582	A
USGS	11251000	1915-12-12	546	A
USGS	11251000	1915-12-13	498	A
USGS	11251000	1915-12-14	1220	A
USGS	11251000	1915-12-15	1090	A
USGS	11251000	1915-12-16	720	A
USGS	11251000	1915-12-17	618	A
USGS	11251000	1915-12-18	655	A
USGS	11251000	1915-12-19	650	A
USGS	11251000	1915-12-20	534	A
USGS	11251000	1915-12-21	550	A
USGS	11251000	1915-12-22	546	A
USGS	11251000	1915-12-23	546	A
USGS	11251000	1915-12-24	554	A
USGS	11251000	1915-12-25	550	A
USGS	11251000	1915-12-26	506	A
USGS	11251000	1915-12-27	526	A
USGS	11251000	1915-12-28	510	A
USGS	11251000	1915-12-29	538	A
USGS	11251000	1915-12-30	546	A
USGS	11251000	1915-12-31	482	A
USGS	11251000	1916-01-01	438	A
USGS	11251000	1916-01-02	514	A
USGS	11251000	1916-01-03	762	A
USGS	11251000	1916-01-04	2540	A
USGS	11251000	1916-01-05	1360	A
USGS	11251000	1916-01-06	1010	A
USGS	11251000	1916-01-07	927	A
USGS	11251000	1916-01-08	916	A
USGS	11251000	1916-01-09	3600	A
USGS	11251000	1916-01-10	2440	A
USGS	11251000	1916-01-11	1480	A
USGS	11251000	1916-01-12	1170	A
USGS	11251000	1916-01-13	1190	A
USGS	11251000	1916-01-14	1240	A
USGS	11251000	1916-01-15	1690	A
USGS	11251000	1916-01-16	1270	A
USGS	11251000	1916-01-17	2870	A
USGS	11251000	1916-01-18	11000	A
USGS	11251000	1916-01-19	5080	A
USGS	11251000	1916-01-20	3050	A
USGS	11251000	1916-01-21	2300	A
USGS	11251000	1916-01-22	2040	A
USGS	11251000	1916-01-23	2300	A
USGS	11251000	1916-01-24	4340	A
USGS	11251000	1916-01-25	7920	A
USGS	11251000	1916-01-26	4700	A
USGS	11251000	1916-01-27	4610	A
USGS	11251000	1916-01-28	6110	A
USGS	11251000	1916-01-29	3460	A
USGS	11251000	1916-01-30	2650	A
USGS	11251000	1916-01-31	2260	A
USGS	11251000	1916-02-01	1950	A
USGS	11251000	1916-02-02	1770	A
USGS	11251000	1916-02-03	1680	A
USGS	11251000	1916-02-04	1750	A
USGS	11251000	1916-02-05	3360	A
USGS	11251000	1916-02-06	2680	A
USGS	11251000	1916-02-07	2190	A
USGS	11251000	1916-02-08	2110	A
USGS	11251000	1916-02-09	1950	A
USGS	11251000	1916-02-10	1950	A
USGS	11251000	1916-02-11	1950	A
USGS	11251000	1916-02-12	2040	A
USGS	11251000	1916-02-13	2170	A
USGS	11251000	1916-02-14	1940	A
USGS	11251000	1916-02-15	2070	A
USGS	11251000	1916-02-16	2110	A
USGS	11251000	1916-02-17	2440	A
USGS	11251000	1916-02-18	2500	A
USGS	11251000	1916-02-19	2500	A
USGS	11251000	1916-02-20	2500	A
USGS	11251000	1916-02-21	2820	A
USGS	11251000	1916-02-22	2700	A
USGS	11251000	1916-02-23	2500	A
USGS	11251000	1916-02-24	2220	A
USGS	11251000	1916-02-25	2220	A
USGS	11251000	1916-02-26	2350	A
USGS	11251000	1916-02-27	4340	A
USGS	11251000	1916-02-28	4700	A
USGS	11251000	1916-02-29	3840	A
USGS	11251000	1916-03-01	3460	A
USGS	11251000	1916-03-02	3180	A
USGS	11251000	1916-03-03	2820	A
USGS	11251000	1916-03-04	3180	A
USGS	11251000	1916-03-05	9150	A
USGS	11251000	1916-03-06	5080	A
USGS	11251000	1916-03-07	3840	A
USGS	11251000	1916-03-08	3460	A
USGS	11251000	1916-03-09	3680	A
USGS	11251000	1916-03-10	4260	A
USGS	11251000	1916-03-11	4980	A
USGS	11251000	1916-03-12	5380	A
USGS	11251000	1916-03-13	5580	A
USGS	11251000	1916-03-14	5480	A
USGS	11251000	1916-03-15	5280	A
USGS	11251000	1916-03-16	5480	A
USGS	11251000	1916-03-17	5580	A
USGS	11251000	1916-03-18	5800	A
USGS	11251000	1916-03-19	6220	A
USGS	11251000	1916-03-20	10700	A
USGS	11251000	1916-03-21	11000	A
USGS	11251000	1916-03-22	7690	A
USGS	11251000	1916-03-23	7000	A
USGS	11251000	1916-03-24	5800	A
USGS	11251000	1916-03-25	4800	A
USGS	11251000	1916-03-26	4610	A
USGS	11251000	1916-03-27	4800	A
USGS	11251000	1916-03-28	5080	A
USGS	11251000	1916-03-29	5690	A
USGS	11251000	1916-03-30	5800	A
USGS	11251000	1916-03-31	5380	A
USGS	11251000	1916-04-01	5690	A
USGS	11251000	1916-04-02	6110	A
USGS	11251000	1916-04-03	5690	A
